Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
139,138,0,1424
505,432,66,1490
1191,950,264,1754
2189,1632,634,2388
3080,1987,1096,3484
3381,1882,1581,5065
3127,1440,1694,6759
2432,861,1556,8315
1689,469,1212,9527
1103,231,817,10344
644,129,588,10932
393,62,313,11245
233,41,201,11446
145,12,100,11546
91,9,63,11609
53,3,41,11650
33,5,25,11675
18,1,16,11691
8,0,10,11701
5,0,3,11704
3,0,2,11706
2,0,1,11707
0,0,2,11709
