Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
46,46,1,1425
156,129,19,1444
323,251,84,1528
699,537,161,1689
1458,1101,342,2031
2469,1733,722,2753
3198,1966,1237,3990
3254,1681,1625,5615
2774,1141,1621,7236
2052,651,1373,8609
1399,386,1039,9648
913,212,698,10346
567,118,464,10810
344,56,279,11089
191,25,178,11267
102,8,97,11364
59,6,49,11413
23,2,38,11451
13,1,11,11462
9,1,5,11467
3,0,6,11473
2,1,2,11475
2,0,0,11475
2,0,0,11475
1,0,1,11476
0,0,1,11477
