Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
68,68,1,1
353,326,41,42
1515,1338,176,218
3842,3054,727,945
5747,3812,1907,2852
5479,2613,2881,5733
3889,1155,2745,8478
2404,455,1940,10418
1355,179,1228,11646
730,71,696,12342
388,20,362,12704
219,13,182,12886
124,9,104,12990
64,4,64,13054
32,2,34,13088
16,1,17,13105
9,0,7,13112
3,0,6,13118
3,0,0,13118
3,0,0,13118
1,0,2,13120
0,0,1,13121
