Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
39,38,0,0
268,245,16,16
1157,1006,117,133
3259,2674,572,705
5531,3878,1606,2311
5736,3010,2805,5116
4206,1376,2906,8022
2631,548,2123,10145
1522,203,1312,11457
860,85,747,12204
449,36,447,12651
240,17,226,12877
123,6,123,13000
57,0,66,13066
31,2,28,13094
12,0,19,13113
7,1,6,13119
3,0,4,13123
1,0,2,13125
1,0,0,13125
0,0,1,13126
