Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
58,57,0,0
625,590,23,23
2229,1907,303,326
4832,3750,1147,1473
5900,3470,2402,3875
4933,1991,2958,6833
3264,811,2480,9313
1873,281,1672,10985
1080,120,913,11898
596,48,532,12430
344,23,275,12705
171,3,176,12881
91,2,82,12963
56,2,37,13000
25,2,33,13033
17,1,9,13042
9,0,8,13050
3,0,6,13056
2,0,1,13057
2,0,0,13057
1,0,1,13058
1,0,0,13058
1,0,0,13058
1,0,0,13058
1,0,0,13058
1,0,0,13058
1,0,0,13058
0,0,1,13059
