Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1425
54,53,0,1425
2242,2213,25,1450
11667,10539,1114,2564
5700,5,5972,8536
2813,0,2887,11423
1414,0,1399,12822
723,0,691,13513
367,0,356,13869
183,0,184,14053
99,0,84,14137
47,0,52,14189
30,0,17,14206
15,0,15,14221
7,0,8,14229
3,0,4,14233
3,0,0,14233
1,0,2,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
0,0,1,14236
