Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1426
44,44,1,1427
1909,1888,23,1450
11860,10865,914,2364
6002,12,5870,8234
2946,0,3056,11290
1474,0,1472,12762
736,0,738,13500
358,0,378,13878
171,0,187,14065
96,0,75,14140
41,0,55,14195
17,0,24,14219
10,0,7,14226
5,0,5,14231
2,0,3,14234
1,0,1,14235
1,0,0,14235
1,0,0,14235
0,0,1,14236
