Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1427
59,58,0,1427
2372,2346,33,1460
11609,10403,1166,2626
5796,1,5814,8440
2886,0,2910,11350
1441,0,1445,12795
723,0,718,13513
365,0,358,13871
160,0,205,14076
86,0,74,14150
34,0,52,14202
14,0,20,14222
8,0,6,14228
4,0,4,14232
1,0,3,14235
0,0,1,14236
