Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
40,39,0,1424
1645,1623,18,1442
11899,11098,844,2286
5948,51,6002,8288
3012,0,2936,11224
1471,0,1541,12765
773,0,698,13463
399,0,374,13837
191,0,208,14045
89,0,102,14147
41,0,48,14195
23,0,18,14213
14,0,9,14222
7,0,7,14229
2,0,5,14234
1,0,1,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
0,0,1,14236
