Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
43,43,1,1425
1852,1836,27,1452
11864,10919,907,2359
5931,13,5946,8305
2969,0,2962,11267
1497,0,1472,12739
694,0,803,13542
359,0,335,13877
177,0,182,14059
83,0,94,14153
38,0,45,14198
20,0,18,14216
7,0,13,14229
2,0,5,14234
2,0,0,14234
0,0,2,14236
