Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
54,54,1,1425
2206,2182,30,1455
11681,10570,1095,2550
5909,5,5777,8327
2981,0,2928,11255
1444,0,1537,12792
690,0,754,13546
373,0,317,13863
197,0,176,14039
93,0,104,14143
45,0,48,14191
22,0,23,14214
8,0,14,14228
5,0,3,14231
2,0,3,14234
1,0,1,14235
0,0,1,14236
