Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
53,53,1,1425
2178,2155,30,1455
11692,10591,1077,2532
5811,12,5893,8425
2911,0,2900,11325
1458,0,1453,12778
703,0,755,13533
338,0,365,13898
185,0,153,14051
89,0,96,14147
43,0,46,14193
21,0,22,14215
11,0,10,14225
7,0,4,14229
7,0,0,14229
2,0,5,14234
0,0,2,14236
