Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
47,47,1,1
2245,2219,21,22
13102,11965,1108,1130
6576,4,6530,7660
3301,0,3275,10935
1619,0,1682,12617
786,0,833,13450
383,0,403,13853
205,0,178,14031
106,0,99,14130
51,0,55,14185
33,0,18,14203
23,0,10,14213
12,0,11,14224
7,0,5,14229
5,0,2,14231
3,0,2,14233
1,0,2,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
1,0,0,14235
0,0,1,14236
