Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
46,45,0,1424
2101,2080,25,1449
13146,12104,1059,2508
6667,6,6485,8993
3300,0,3367,12360
1692,0,1608,13968
837,0,855,14823
413,0,424,15247
197,0,216,15463
100,0,97,15560
50,0,50,15610
23,0,27,15637
13,0,10,15647
5,0,8,15655
2,0,3,15658
1,0,1,15659
0,0,1,15660
