Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1428
21,21,1,1429
73,60,8,1437
670,640,43,1480
3024,2683,329,1809
9241,7752,1535,3344
6283,1655,4613,7957
3157,1,3127,11084
1584,0,1573,12657
781,0,803,13460
378,0,403,13863
192,0,186,14049
97,0,95,14144
36,0,61,14205
13,0,23,14228
5,0,8,14236
1,0,4,14240
0,0,1,14241
