Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
19,18,0,1424
98,89,10,1434
579,535,54,1488
3455,3167,291,1779
9200,7504,1759,3538
6018,1503,4685,8223
3049,0,2969,11192
1568,0,1481,12673
832,0,736,13409
395,0,437,13846
196,0,199,14045
96,0,100,14145
50,0,46,14191
27,0,23,14214
13,0,14,14228
6,0,7,14235
1,0,5,14240
0,0,1,14241
