Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
18,18,1,1425
113,103,8,1433
918,867,62,1495
4377,3918,459,1954
9470,7281,2188,4142
5334,629,4765,8907
2721,0,2613,11520
1367,0,1354,12874
657,0,710,13584
304,0,353,13937
150,0,154,14091
74,0,76,14167
37,0,37,14204
20,0,17,14221
16,0,4,14225
10,0,6,14231
6,0,4,14235
2,0,4,14239
1,0,1,14240
1,0,0,14240
0,0,1,14241
