Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
26,25,0,0
166,151,11,11
1215,1138,89,100
6598,5994,611,711
10137,6796,3257,3968
5157,136,5116,9084
2662,0,2495,11579
1339,0,1323,12902
684,0,655,13557
340,0,344,13901
171,0,169,14070
86,0,85,14155
30,0,56,14211
18,0,12,14223
12,0,6,14229
4,0,8,14237
2,0,2,14239
0,0,2,14241
