Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
21,20,0,0
141,132,12,12
1053,973,61,73
5462,4942,533,606
10603,7914,2773,3379
5549,259,5313,8692
2777,0,2772,11464
1386,0,1391,12855
726,0,660,13515
368,0,358,13873
171,0,197,14070
83,0,88,14158
34,0,49,14207
14,0,20,14227
10,0,4,14231
6,0,4,14235
1,0,5,14240
1,0,0,14240
0,0,1,14241
