Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,0
20,20,1,1
85,72,7,8
688,643,40,48
3632,3295,351,399
10815,9009,1826,2225
6732,1201,5284,7509
3357,0,3375,10884
1655,0,1702,12586
846,0,809,13395
396,0,450,13845
186,0,210,14055
97,0,89,14144
47,0,50,14194
16,0,31,14225
8,0,8,14233
4,0,4,14237
2,0,2,14239
0,0,2,14241
