Current infected count,Newly infected count,Recovered,Total Immune Count
1,0,0,1424
21,20,0,1424
124,112,9,1433
1078,1017,63,1496
5441,4902,539,2035
10597,7832,2676,4711
5617,357,5337,10048
2841,0,2776,12824
1395,0,1446,14270
714,0,681,14951
358,0,356,15307
170,0,188,15495
78,0,92,15587
44,0,34,15621
30,0,14,15635
14,0,16,15651
5,0,9,15660
1,0,4,15664
1,0,0,15664
0,0,1,15665
